store_id,date,quantity
CA_1,2012-10-13,68
CA_1,2012-10-14,86
CA_1,2012-10-15,49
CA_1,2012-10-16,48
CA_1,2012-10-17,33
CA_1,2012-10-18,56
CA_1,2012-10-19,42
CA_1,2012-10-20,70
CA_1,2012-10-21,73
CA_1,2012-10-22,46
CA_1,2012-10-23,36
CA_1,2012-10-24,28
CA_1,2012-10-25,28
CA_1,2012-10-26,43
CA_1,2012-10-27,49
CA_1,2012-10-28,64
CA_1,2012-10-29,24
CA_1,2012-10-30,41
CA_1,2012-10-31,34
CA_1,2012-11-01,35
CA_1,2012-11-02,43
CA_1,2012-11-03,64
CA_1,2012-11-04,80
CA_1,2012-11-05,34
CA_1,2012-11-06,36
CA_1,2012-11-07,40
CA_1,2012-11-08,32
CA_1,2012-11-09,48
CA_1,2012-11-10,53
CA_1,2012-11-11,67
CA_1,2012-11-12,36
CA_1,2012-11-13,49
CA_1,2012-11-14,32
CA_1,2012-11-15,34
CA_1,2012-11-16,50
CA_1,2012-11-17,73
CA_1,2012-11-18,67
CA_1,2012-11-19,41
CA_1,2012-11-20,43
CA_1,2012-11-21,42
CA_1,2012-11-22,82
CA_1,2012-11-23,56
CA_1,2012-11-24,47
CA_1,2012-11-25,61
CA_1,2012-11-26,32
CA_1,2012-11-27,32
CA_1,2012-11-28,20
CA_1,2012-11-29,32
CA_1,2012-11-30,39
CA_1,2012-12-01,71
CA_1,2012-12-02,66
CA_1,2012-12-03,40
CA_1,2012-12-04,52
CA_1,2012-12-05,47
CA_1,2012-12-06,42
CA_1,2012-12-07,67
CA_1,2012-12-08,70
CA_1,2012-12-09,82
CA_1,2012-12-10,47
CA_1,2012-12-11,38
CA_1,2012-12-12,50
CA_1,2012-12-13,42
CA_1,2012-12-14,52
CA_1,2012-12-15,68
CA_1,2012-12-16,92
CA_1,2012-12-17,37
CA_1,2012-12-18,39
CA_1,2012-12-19,42
CA_1,2012-12-20,43
CA_1,2012-12-21,46
CA_1,2012-12-22,87
CA_1,2012-12-23,100
CA_1,2012-12-24,64
CA_1,2012-12-25,0
CA_1,2012-12-26,43
CA_1,2012-12-27,43
CA_1,2012-12-28,45
CA_1,2012-12-29,54
CA_1,2012-12-30,39
CA_1,2012-12-31,68
CA_1,2013-01-01,29
CA_1,2013-01-02,45
CA_1,2013-01-03,37
CA_1,2013-01-04,43
CA_1,2013-01-05,57
CA_1,2013-01-06,60
CA_1,2013-01-07,27
CA_1,2013-01-08,29
CA_1,2013-01-09,23
CA_1,2013-01-10,28
CA_1,2013-01-11,34
CA_1,2013-01-12,47
CA_1,2013-01-13,53
CA_1,2013-01-14,21
CA_1,2013-01-15,23
CA_1,2013-01-16,32
CA_1,2013-01-17,30
CA_1,2013-01-18,24
CA_1,2013-01-19,46
CA_1,2013-01-20,35
CA_1,2013-01-21,38
CA_1,2013-01-22,26
CA_1,2013-01-23,23
CA_1,2013-01-24,28
CA_1,2013-01-25,39
CA_1,2013-01-26,38
CA_1,2013-01-27,45
CA_1,2013-01-28,25
CA_1,2013-01-29,21
CA_1,2013-01-30,20
CA_1,2013-01-31,24
CA_1,2013-02-01,41
CA_1,2013-02-02,48
CA_1,2013-02-03,50
CA_1,2013-02-04,28
CA_1,2013-02-05,33
CA_1,2013-02-06,25
CA_1,2013-02-07,28
CA_1,2013-02-08,36
CA_1,2013-02-09,71
CA_1,2013-02-10,64
CA_1,2013-02-11,50
CA_1,2013-02-12,26
CA_1,2013-02-13,41
CA_1,2013-02-14,36
CA_1,2013-02-15,48
CA_1,2013-02-16,37
CA_1,2013-02-17,46
CA_1,2013-02-18,30
CA_1,2013-02-19,21
CA_1,2013-02-20,35
CA_1,2013-02-21,47
CA_1,2013-02-22,38
CA_1,2013-02-23,50
CA_1,2013-02-24,57
CA_1,2013-02-25,31
CA_1,2013-02-26,21
CA_1,2013-02-27,42
CA_1,2013-02-28,21
CA_1,2013-03-01,46
CA_1,2013-03-02,46
CA_1,2013-03-03,66
CA_1,2013-03-04,40
CA_1,2013-03-05,26
CA_1,2013-03-06,40
CA_1,2013-03-07,42
CA_1,2013-03-08,51
CA_1,2013-03-09,45
CA_1,2013-03-10,61
CA_1,2013-03-11,41
CA_1,2013-03-12,40
CA_1,2013-03-13,32
CA_1,2013-03-14,43
CA_1,2013-03-15,59
CA_1,2013-03-16,46
CA_1,2013-03-17,52
CA_1,2013-03-18,23
CA_1,2013-03-19,23
CA_1,2013-03-20,38
CA_1,2013-03-21,39
CA_1,2013-03-22,40
CA_1,2013-03-23,58
CA_1,2013-03-24,54
CA_1,2013-03-25,37
CA_1,2013-03-26,31
CA_1,2013-03-27,35
CA_1,2013-03-28,34
CA_1,2013-03-29,50
CA_1,2013-03-30,74
CA_1,2013-03-31,53
CA_1,2013-04-01,40
CA_1,2013-04-02,39
CA_1,2013-04-03,39
CA_1,2013-04-04,40
CA_1,2013-04-05,43
CA_1,2013-04-06,59
CA_1,2013-04-07,74
CA_1,2013-04-08,35
CA_1,2013-04-09,41
CA_1,2013-04-10,31
CA_1,2013-04-11,40
CA_1,2013-04-12,37
CA_1,2013-04-13,49
CA_1,2013-04-14,54
CA_1,2013-04-15,25
CA_1,2013-04-16,33
CA_1,2013-04-17,31
CA_1,2013-04-18,38
CA_1,2013-04-19,27
CA_1,2013-04-20,42
CA_1,2013-04-21,65
CA_1,2013-04-22,29
CA_1,2013-04-23,34
CA_1,2013-04-24,28
CA_1,2013-04-25,35
CA_1,2013-04-26,31
CA_1,2013-04-27,55
CA_1,2013-04-28,64
CA_1,2013-04-29,29
CA_1,2013-04-30,41
CA_1,2013-05-01,30
CA_1,2013-05-02,32
CA_1,2013-05-03,52
CA_1,2013-05-04,76
CA_1,2013-05-05,56
CA_1,2013-05-06,31
CA_1,2013-05-07,29
CA_1,2013-05-08,44
CA_1,2013-05-09,40
CA_1,2013-05-10,55
CA_1,2013-05-11,55
CA_1,2013-05-12,77
CA_1,2013-05-13,41
CA_1,2013-05-14,30
CA_1,2013-05-15,45
CA_1,2013-05-16,28
CA_1,2013-05-17,39
CA_1,2013-05-18,58
CA_1,2013-05-19,60
CA_1,2013-05-20,42
CA_1,2013-05-21,33
CA_1,2013-05-22,33
CA_1,2013-05-23,46
CA_1,2013-05-24,31
CA_1,2013-05-25,60
CA_1,2013-05-26,37
CA_1,2013-05-27,35
CA_1,2013-05-28,33
CA_1,2013-05-29,27
CA_1,2013-05-30,34
CA_1,2013-05-31,41
CA_1,2013-06-01,111
CA_1,2013-06-02,55
CA_1,2013-06-03,40
CA_1,2013-06-04,32
CA_1,2013-06-05,41
CA_1,2013-06-06,44
CA_1,2013-06-07,40
CA_1,2013-06-08,69
CA_1,2013-06-09,74
CA_1,2013-06-10,42
CA_1,2013-06-11,41
CA_1,2013-06-12,47
CA_1,2013-06-13,51
CA_1,2013-06-14,51
CA_1,2013-06-15,67
CA_1,2013-06-16,72
CA_1,2013-06-17,36
CA_1,2013-06-18,40
CA_1,2013-06-19,33
CA_1,2013-06-20,38
CA_1,2013-06-21,55
CA_1,2013-06-22,62
CA_1,2013-06-23,65
CA_1,2013-06-24,25
CA_1,2013-06-25,31
CA_1,2013-06-26,32
CA_1,2013-06-27,39
CA_1,2013-06-28,73
CA_1,2013-06-29,65
CA_1,2013-06-30,67
CA_1,2013-07-01,67
CA_1,2013-07-02,55
CA_1,2013-07-03,55
CA_1,2013-07-04,69
CA_1,2013-07-05,56
CA_1,2013-07-06,53
CA_1,2013-07-07,74
CA_1,2013-07-08,59
CA_1,2013-07-09,45
CA_1,2013-07-10,56
CA_1,2013-07-11,45
CA_1,2013-07-12,49
CA_1,2013-07-13,69
CA_1,2013-07-14,84
CA_1,2013-07-15,44
CA_1,2013-07-16,42
CA_1,2013-07-17,54
CA_1,2013-07-18,46
CA_1,2013-07-19,60
CA_1,2013-07-20,60
CA_1,2013-07-21,68
CA_1,2013-07-22,45
CA_1,2013-07-23,33
CA_1,2013-07-24,35
CA_1,2013-07-25,41
CA_1,2013-07-26,54
CA_1,2013-07-27,49
CA_1,2013-07-28,74
CA_1,2013-07-29,36
CA_1,2013-07-30,39
CA_1,2013-07-31,41
CA_1,2013-08-01,55
CA_1,2013-08-02,59
CA_1,2013-08-03,72
CA_1,2013-08-04,68
CA_1,2013-08-05,57
CA_1,2013-08-06,54
CA_1,2013-08-07,49
CA_1,2013-08-08,61
CA_1,2013-08-09,74
CA_1,2013-08-10,66
CA_1,2013-08-11,90
CA_1,2013-08-12,58
CA_1,2013-08-13,39
CA_1,2013-08-14,46
CA_1,2013-08-15,36
CA_1,2013-08-16,55
CA_1,2013-08-17,67
CA_1,2013-08-18,91
CA_1,2013-08-19,45
CA_1,2013-08-20,41
CA_1,2013-08-21,50
CA_1,2013-08-22,44
CA_1,2013-08-23,39
CA_1,2013-08-24,63
CA_1,2013-08-25,75
CA_1,2013-08-26,58
CA_1,2013-08-27,30
CA_1,2013-08-28,33
CA_1,2013-08-29,48
CA_1,2013-08-30,60
CA_1,2013-08-31,77
CA_1,2013-09-01,67
CA_1,2013-09-02,71
CA_1,2013-09-03,38
CA_1,2013-09-04,51
CA_1,2013-09-05,51
CA_1,2013-09-06,65
CA_1,2013-09-07,71
CA_1,2013-09-08,78
CA_1,2013-09-09,53
CA_1,2013-09-10,31
CA_1,2013-09-11,33
CA_1,2013-09-12,37
CA_1,2013-09-13,60
CA_1,2013-09-14,51
CA_1,2013-09-15,62
CA_1,2013-09-16,39
CA_1,2013-09-17,41
CA_1,2013-09-18,26
CA_1,2013-09-19,55
CA_1,2013-09-20,34
CA_1,2013-09-21,42
CA_1,2013-09-22,76
CA_1,2013-09-23,41
CA_1,2013-09-24,42
CA_1,2013-09-25,22
CA_1,2013-09-26,34
CA_1,2013-09-27,37
CA_1,2013-09-28,63
CA_1,2013-09-29,66
CA_1,2013-09-30,39
CA_1,2013-10-01,28
CA_1,2013-10-02,42
CA_1,2013-10-03,37
CA_1,2013-10-04,49
CA_1,2013-10-05,69
CA_1,2013-10-06,80
CA_1,2013-10-07,46
CA_1,2013-10-08,42
CA_1,2013-10-09,34
CA_1,2013-10-10,40
CA_1,2013-10-11,47
CA_1,2013-10-12,46
CA_1,2013-10-13,82
CA_1,2013-10-14,44
CA_1,2013-10-15,35
CA_1,2013-10-16,37
CA_1,2013-10-17,39
CA_1,2013-10-18,48
CA_1,2013-10-19,62
CA_1,2013-10-20,84
CA_1,2013-10-21,41
CA_1,2013-10-22,33
